Age,Sex,Job,Housing,Saving_accounts,Checking_account,Credit_amount,Duration,Purpose,Risk
26,female,1,free,moderate,rich,3695,49,furniture,0
51,male,1,free,little,moderate,25951,67,education,0
29,female,0,own,little,little,7950,11,car,1
52,male,2,rent,rich,moderate,3425,71,car,1
52,female,3,free,rich,rich,15015,9,business,1
18,male,2,rent,moderate,little,5810,28,furniture,0
57,female,1,own,moderate,rich,32317,18,furniture,0
39,male,1,own,little,moderate,27908,36,radio/TV,0
46,male,2,own,moderate,moderate,19780,21,education,0
25,male,0,own,little,moderate,17605,46,education,0
28,male,2,rent,rich,little,19047,6,business,1
58,male,2,own,moderate,rich,11274,17,car,1
54,male,3,own,rich,rich,15957,61,furniture,0
31,female,3,free,moderate,moderate,4480,55,business,0
47,male,2,own,little,rich,21386,25,education,0
52,female,2,free,rich,little,12076,71,education,1
38,female,1,own,rich,moderate,32391,41,education,0
54,female,3,own,moderate,moderate,33762,43,furniture,0
22,female,3,free,rich,moderate,1447,27,furniture,1
36,female,1,own,little,little,522,66,furniture,0
31,male,0,rent,rich,moderate,1628,55,radio/TV,1
43,male,3,rent,rich,moderate,14486,64,car,1
21,male,3,own,moderate,moderate,32822,25,education,0
42,female,0,rent,rich,moderate,16660,41,education,0
62,male,3,free,moderate,rich,10308,20,radio/TV,1
59,male,3,own,moderate,moderate,30112,67,education,0
42,male,0,own,rich,little,22225,8,education,1
35,male,0,free,little,moderate,7498,10,furniture,1
57,male,2,free,moderate,moderate,23918,61,furniture,0
25,female,1,free,rich,rich,18540,36,car,0
56,male,1,own,moderate,moderate,21057,40,education,0
57,female,0,free,little,rich,22325,31,business,0
31,female,0,free,little,little,9498,6,education,1
49,female,3,rent,moderate,rich,16302,12,education,0
68,female,2,rent,little,moderate,11667,41,car,0
55,female,2,own,rich,little,13838,30,business,1
50,male,0,rent,rich,moderate,11253,64,education,1
40,male,3,rent,moderate,rich,6484,66,business,0
32,male,3,free,little,little,19395,34,furniture,0
50,female,1,free,rich,little,862,23,furniture,1
42,male,1,rent,rich,rich,3954,46,business,1
34,male,3,rent,rich,rich,21504,24,education,1
50,female,1,rent,moderate,little,18101,9,business,0
64,female,0,own,moderate,little,5849,70,business,0
19,female,3,own,rich,rich,10547,46,furniture,0
31,female,1,own,rich,moderate,8250,20,business,1
57,male,2,rent,little,little,29893,59,radio/TV,0
57,female,3,rent,little,rich,22963,69,radio/TV,0
68,female,3,own,little,moderate,9899,20,furniture,1
56,male,2,own,moderate,little,14186,55,education,0
68,male,0,rent,rich,little,34775,27,education,1
23,female,2,free,moderate,rich,23287,23,furniture,0
23,male,3,own,rich,moderate,15276,7,education,0
20,female,0,rent,little,little,30027,41,car,0
24,female,1,rent,little,moderate,16297,25,radio/TV,0
68,male,1,free,little,moderate,5802,21,car,1
25,male,1,rent,little,little,1408,35,car,0
59,female,3,rent,rich,moderate,15623,60,car,0
69,female,2,own,little,little,13377,71,furniture,0
32,female,0,own,rich,moderate,14739,31,car,1
64,male,1,free,rich,little,21935,62,business,0
46,female,0,free,moderate,rich,27813,7,education,0
50,female,3,rent,little,little,18215,61,furniture,0
69,female,1,own,little,little,23735,67,business,0
47,female,3,free,moderate,little,26629,39,business,0
56,female,2,free,rich,moderate,11034,61,radio/TV,1
44,male,3,free,little,rich,17689,60,radio/TV,0
53,female,3,rent,rich,moderate,21031,25,business,1
46,female,2,own,moderate,moderate,11467,55,radio/TV,0
55,female,0,free,rich,little,16955,30,education,1
50,female,2,own,little,moderate,527,30,education,1
54,male,2,free,rich,little,9160,58,radio/TV,1
44,male,3,free,rich,rich,25839,19,car,1
50,male,0,own,little,moderate,10116,65,business,0
21,female,1,own,little,moderate,10940,48,education,0
39,female,2,own,rich,moderate,13607,67,radio/TV,1
19,male,0,rent,rich,little,29146,68,radio/TV,0
27,male,2,free,moderate,little,26751,7,education,0
22,male,2,rent,little,moderate,16454,59,education,0
27,female,2,own,rich,moderate,17443,21,car,1
50,female,2,free,little,rich,20715,60,radio/TV,0
55,male,3,rent,moderate,rich,10610,48,radio/TV,0
30,male,0,free,rich,rich,22055,66,furniture,0
48,male,0,rent,rich,rich,16962,43,car,0
64,female,0,own,rich,rich,14196,50,education,1
53,female,2,rent,little,little,1531,56,education,0
62,female,3,free,moderate,rich,24265,47,business,0
41,male,2,free,little,rich,16316,29,education,0
69,male,2,free,rich,moderate,18368,35,radio/TV,1
32,female,0,free,moderate,little,10937,42,education,0
46,male,2,own,rich,rich,15953,58,radio/TV,0
25,female,1,rent,rich,rich,22722,68,radio/TV,0
22,male,2,own,little,rich,14758,16,car,0
46,male,1,own,rich,moderate,34818,28,education,1
64,male,2,own,moderate,moderate,13477,55,car,0
21,male,3,free,rich,moderate,18713,60,radio/TV,0
29,female,3,free,rich,rich,10723,60,education,1
62,male,0,free,little,moderate,21343,9,education,0
19,female,2,rent,moderate,rich,4356,59,car,0
44,female,1,free,little,little,13161,66,car,0
48,female,1,rent,rich,rich,16091,10,radio/TV,1
68,male,2,free,little,moderate,6682,23,radio/TV,1
68,female,1,free,little,little,8470,49,education,0
53,female,3,own,little,rich,31255,36,education,0
53,female,1,own,little,little,19916,26,furniture,0
43,male,0,own,rich,little,14172,52,furniture,1
60,male,3,rent,rich,little,18432,35,business,1
44,female,3,rent,moderate,rich,9059,60,radio/TV,0
22,male,3,free,little,moderate,564,46,business,0
37,female,2,rent,little,rich,3799,50,business,0
28,female,2,free,moderate,moderate,5349,35,car,1
27,male,3,rent,little,rich,6139,50,car,0
57,female,2,rent,moderate,rich,11555,50,furniture,0
55,male,1,rent,rich,rich,22558,50,business,0
23,male,2,own,moderate,moderate,29927,60,furniture,0
25,female,2,rent,little,rich,17480,64,radio/TV,0
40,male,3,own,moderate,little,11366,10,education,1
64,male,0,own,rich,rich,4389,37,car,1
43,female,0,rent,little,little,31835,11,radio/TV,0
63,female,0,free,rich,moderate,26662,31,radio/TV,1
60,male,1,free,rich,moderate,24413,42,car,0
29,male,2,free,moderate,rich,25187,18,car,0
43,female,0,rent,rich,rich,33720,30,business,1
30,male,3,free,little,rich,11495,18,furniture,1
57,male,0,own,rich,little,3131,25,radio/TV,1
35,male,0,free,rich,moderate,6467,65,business,1
42,male,2,rent,moderate,little,23258,26,business,0
50,male,2,free,rich,little,22242,66,radio/TV,0
64,male,2,own,moderate,rich,27080,31,radio/TV,0
57,male,1,rent,moderate,rich,34727,59,education,0
60,female,1,free,little,little,2442,47,furniture,0
29,female,0,rent,little,little,28569,16,radio/TV,0
61,female,2,rent,little,rich,22306,42,car,0
53,female,0,rent,little,rich,14907,16,education,1
65,female,3,free,moderate,little,15057,32,furniture,0
21,male,3,rent,rich,rich,16945,39,car,0
22,male,2,free,little,rich,18378,43,car,0
54,male,2,own,little,little,18064,66,furniture,0
25,male,3,free,little,little,13593,58,education,0
59,female,2,own,rich,moderate,26951,70,car,0
66,male,1,free,little,little,24586,8,business,0
45,male,1,rent,rich,rich,16989,33,furniture,1
48,female,2,free,moderate,little,28504,19,furniture,0
26,male,3,rent,moderate,little,20971,57,radio/TV,0
68,male,0,own,moderate,little,26784,35,education,0
46,female,2,free,rich,moderate,18792,63,business,0
31,male,2,rent,little,moderate,18933,59,business,0
57,male,0,own,little,rich,15068,20,radio/TV,0
58,male,2,own,little,moderate,9966,43,car,0
39,male,0,free,little,little,26021,19,car,0
28,male,3,own,little,moderate,15967,62,business,0
40,female,1,rent,rich,little,32519,64,education,0
18,female,3,own,moderate,moderate,10919,13,car,0
63,female,1,own,little,moderate,17176,24,furniture,0
54,female,0,rent,moderate,moderate,29755,37,radio/TV,0
38,female,1,own,rich,little,32014,34,education,1
43,female,3,own,rich,moderate,23150,46,car,0
63,male,1,own,little,little,23254,50,business,0
53,female,0,own,rich,little,12665,18,radio/TV,1
40,female,1,rent,moderate,rich,11183,32,car,1
18,male,2,own,little,moderate,33056,24,business,0
68,male,3,rent,little,rich,15942,31,car,0
57,female,2,own,moderate,rich,5360,58,radio/TV,0
32,male,0,own,little,little,4229,56,furniture,0
38,female,1,own,little,moderate,31851,42,furniture,0
64,male,2,own,moderate,little,24846,14,business,0
26,female,2,rent,little,little,9119,57,furniture,0
26,male,1,rent,little,moderate,11664,59,radio/TV,0
27,male,1,rent,moderate,little,7455,8,business,1
69,female,3,free,rich,moderate,606,13,car,1
43,female,2,own,moderate,moderate,5254,19,education,1
58,female,2,own,little,little,22162,8,car,0
52,female,0,rent,moderate,little,6908,29,radio/TV,1
69,female,3,free,little,rich,1725,18,business,1
42,male,0,own,little,little,12696,48,car,0
43,female,2,rent,moderate,moderate,4750,34,business,1
28,female,0,own,little,rich,15872,56,furniture,0
55,male,2,own,rich,moderate,17779,47,education,0
19,male,2,rent,little,rich,30693,36,radio/TV,0
24,female,0,rent,moderate,little,27368,68,car,0
35,male,0,own,rich,little,28975,31,education,1
44,male,1,own,rich,little,2933,23,radio/TV,1
51,female,1,rent,little,moderate,11498,62,radio/TV,0
44,male,1,own,moderate,rich,31633,12,furniture,0
34,male,2,own,little,moderate,34569,53,business,0
60,female,0,rent,little,rich,7358,65,business,0
61,female,3,own,moderate,little,9450,38,education,0
68,male,2,own,moderate,moderate,9438,8,furniture,1
41,male,3,free,little,little,25668,9,radio/TV,0
42,female,0,rent,rich,moderate,32599,9,furniture,1
24,male,2,free,little,little,6144,47,furniture,0
69,male,3,free,rich,moderate,9760,14,education,1
23,male,3,free,little,moderate,16988,56,business,0
41,female,1,own,moderate,rich,895,22,furniture,1
50,male,1,own,rich,little,11345,22,furniture,1
66,male,1,free,moderate,rich,18894,25,furniture,0
46,female,2,free,moderate,rich,28957,19,car,0
60,male,0,free,moderate,little,21852,27,furniture,0
39,male,0,own,moderate,moderate,21646,57,furniture,0
43,female,1,free,moderate,rich,17935,32,radio/TV,0
45,female,1,free,little,little,20468,48,car,0
67,female,1,rent,rich,moderate,9039,8,furniture,1
38,female,3,rent,little,rich,1763,13,furniture,1
66,male,1,own,little,rich,13805,15,education,1
24,male,3,rent,little,rich,24898,34,education,0
34,female,0,rent,moderate,moderate,32580,45,car,0
37,female,2,rent,little,rich,10765,70,radio/TV,0
58,male,2,own,rich,moderate,32652,26,car,1
66,female,2,rent,little,rich,28224,29,car,0
37,male,2,own,moderate,little,31124,65,education,0
39,female,3,free,rich,rich,34619,31,education,1
45,male,3,rent,rich,little,29889,14,radio/TV,1
57,female,1,own,rich,little,17150,25,furniture,1
66,female,3,rent,rich,little,26514,61,radio/TV,0
24,male,1,free,little,moderate,11385,41,furniture,0
18,female,1,own,moderate,little,7934,41,business,0
49,male,2,own,rich,rich,30528,27,education,1
30,male,3,own,rich,moderate,1522,6,business,1
47,male,3,free,moderate,little,24831,42,business,0
40,male,1,free,little,moderate,2537,18,education,1
68,male,1,free,rich,moderate,9256,48,business,1
36,female,0,own,little,moderate,17943,42,car,0
49,female,0,free,little,rich,34692,30,furniture,0
47,male,1,rent,little,little,4623,26,radio/TV,1
46,female,0,free,little,moderate,17103,46,education,0
66,male,0,own,rich,moderate,905,47,car,1
62,female,1,rent,rich,moderate,19202,47,radio/TV,0
46,female,1,free,little,little,26750,7,radio/TV,0
47,female,3,rent,little,moderate,21942,13,radio/TV,0
33,female,1,rent,moderate,moderate,18193,66,business,0
57,male,1,own,moderate,rich,24505,19,business,0
36,male,2,rent,moderate,little,29488,26,business,0
35,female,3,rent,rich,rich,32833,29,business,1
18,female,3,own,moderate,little,30492,55,car,0
31,male,3,own,rich,little,10022,50,business,1
68,female,2,own,rich,little,12621,69,education,1
64,male,1,rent,rich,rich,14719,69,radio/TV,1
67,male,3,rent,rich,rich,2117,31,car,1
19,male,3,rent,moderate,rich,24776,37,business,0
45,female,0,own,little,rich,34851,62,radio/TV,0
66,male,3,free,little,moderate,7204,58,car,0
67,female,1,rent,little,moderate,18459,38,radio/TV,0
47,male,1,free,moderate,moderate,29022,57,car,0
55,female,0,own,little,little,10453,23,furniture,1
68,female,3,rent,moderate,moderate,27067,40,car,0
21,female,3,free,moderate,little,23060,17,business,0
18,male,3,rent,moderate,rich,3113,56,radio/TV,0
25,male,2,rent,little,little,24996,15,radio/TV,0
46,female,3,rent,little,little,18265,57,radio/TV,0
56,female,1,free,little,moderate,26221,39,education,0
20,female,1,own,rich,rich,4015,44,education,0
49,male,2,rent,moderate,rich,4954,13,business,1
27,male,2,own,rich,moderate,23373,34,furniture,1
27,male,3,own,moderate,rich,8884,27,education,1
36,male,0,free,little,rich,14227,66,car,0
63,female,2,free,moderate,rich,4034,48,business,0
51,female,2,own,moderate,moderate,34023,54,furniture,0
50,male,3,rent,rich,rich,32389,34,car,1
40,male,3,free,moderate,little,25965,36,radio/TV,0
45,female,2,rent,little,little,31093,58,education,0
49,male,0,rent,moderate,rich,21830,39,car,0
67,male,2,rent,moderate,moderate,8802,43,furniture,0
24,male,3,own,moderate,moderate,13407,62,business,0
46,male,3,rent,rich,moderate,24930,9,car,1
25,male,2,own,moderate,rich,7681,7,business,0
18,male,0,own,moderate,rich,13375,17,radio/TV,0
20,female,2,rent,rich,little,27719,40,furniture,0
41,male,2,rent,rich,moderate,15505,26,furniture,1
40,male,3,rent,rich,little,14745,66,education,1
25,female,0,rent,rich,little,6957,40,furniture,0
64,female,1,own,little,moderate,7249,53,car,0
54,female,0,rent,little,rich,33564,20,car,0
20,male,2,rent,moderate,rich,10321,20,car,0
68,female,2,own,little,little,33261,11,radio/TV,0
50,male,2,free,moderate,little,13619,27,furniture,1
45,male,0,free,little,little,8164,37,furniture,0
64,male,3,own,rich,little,29781,27,car,1
25,female,2,free,rich,moderate,32321,32,education,0
51,female,2,own,little,little,25147,20,education,0
52,female,0,rent,little,little,4882,49,furniture,0
49,female,1,rent,moderate,rich,16949,14,furniture,0
41,female,1,free,moderate,rich,17763,39,business,0
31,male,3,rent,moderate,rich,25143,20,furniture,0
49,male,3,free,rich,moderate,9908,67,car,1
63,male,2,free,rich,moderate,24106,50,radio/TV,0
60,male,0,rent,rich,rich,28103,63,furniture,0
33,female,2,rent,rich,rich,5569,24,furniture,1
21,female,3,free,moderate,little,20123,21,car,0
69,male,0,rent,rich,little,17391,13,business,1
54,female,0,own,rich,moderate,8204,38,furniture,1
38,female,3,rent,rich,moderate,28790,23,education,1
31,male,1,rent,rich,little,27960,40,education,0
48,male,1,own,little,rich,18009,48,education,0
65,female,0,rent,moderate,little,17769,55,radio/TV,0
35,female,2,rent,moderate,moderate,8475,8,radio/TV,1
24,male,1,free,rich,moderate,7065,64,furniture,0
27,male,2,rent,little,little,22967,33,furniture,0
24,male,1,rent,moderate,little,5370,51,furniture,0
50,female,1,own,moderate,little,19409,69,radio/TV,0
40,male,2,free,rich,moderate,9617,52,furniture,1
38,male,3,free,rich,rich,2438,19,car,1
36,female,1,free,moderate,little,28890,12,business,0
65,female,1,rent,moderate,moderate,20628,36,education,0
36,female,2,free,little,moderate,32281,56,education,0
53,female,3,own,moderate,moderate,3965,34,car,1
46,female,1,free,moderate,little,940,20,furniture,1
35,male,1,own,rich,little,5913,30,radio/TV,1
19,male,3,free,moderate,rich,12163,66,furniture,0
18,female,1,free,rich,moderate,20047,46,furniture,0
64,female,3,own,moderate,little,16626,9,education,0
22,female,3,free,moderate,moderate,505,62,education,0
37,female,2,free,moderate,moderate,7538,36,radio/TV,0
28,female,0,free,little,rich,6914,8,education,1
59,male,3,rent,rich,little,22623,55,furniture,0
19,male,2,own,little,little,4470,22,car,0
20,male,0,free,moderate,moderate,11550,65,radio/TV,0
40,male,1,own,little,moderate,3106,71,car,0
29,female,0,own,rich,rich,16982,29,furniture,1
37,male,3,own,moderate,rich,33793,37,radio/TV,0
22,female,3,free,little,rich,6837,24,car,0
54,female,3,free,little,rich,34448,71,radio/TV,0
55,female,3,own,rich,rich,24951,65,furniture,0
47,male,3,rent,little,rich,26765,71,radio/TV,0
26,female,2,own,rich,moderate,26214,20,furniture,1
51,male,3,rent,moderate,rich,21375,40,radio/TV,0
61,male,2,own,moderate,moderate,13557,32,radio/TV,1
52,female,1,own,little,moderate,32900,12,education,0
69,female,3,own,moderate,little,6422,11,furniture,1
39,female,3,free,moderate,moderate,3571,38,business,0
61,male,0,rent,little,moderate,22525,63,radio/TV,0
41,female,1,rent,moderate,rich,28003,54,car,0
34,male,3,own,little,moderate,24265,22,education,0
27,female,3,free,rich,rich,33282,47,education,0
47,female,1,free,rich,rich,19299,45,radio/TV,0
63,male,2,rent,rich,rich,27976,51,business,0
40,male,3,free,little,little,16712,6,education,0
49,male,0,rent,little,rich,9928,57,furniture,0
34,male,3,rent,moderate,moderate,31919,40,radio/TV,0
67,male,0,rent,moderate,rich,8659,10,radio/TV,1
68,male,0,free,moderate,rich,24810,22,business,0
34,female,3,rent,moderate,rich,6504,58,furniture,0
31,female,3,rent,moderate,little,11912,57,furniture,0
26,male,0,own,little,moderate,12255,19,business,1
57,female,1,rent,little,little,19517,34,car,0
19,male,1,rent,rich,moderate,4390,13,furniture,1
62,female,3,own,rich,little,29340,6,car,1
42,female,2,own,rich,moderate,17675,34,car,1
56,male,1,free,rich,little,9691,41,radio/TV,1
26,male,3,rent,little,rich,651,56,radio/TV,0
39,male,1,free,little,little,19947,42,education,0
60,female,2,free,little,little,23251,58,radio/TV,0
63,male,3,own,moderate,rich,29675,57,furniture,0
21,female,2,free,moderate,rich,24788,17,furniture,0
43,male,3,rent,rich,moderate,12774,57,car,1
46,female,2,own,moderate,moderate,12718,6,furniture,1
62,female,1,rent,little,moderate,24292,12,radio/TV,0
51,male,1,rent,rich,little,3477,22,radio/TV,1
40,female,2,own,rich,moderate,17726,48,radio/TV,0
54,female,2,rent,moderate,little,29522,22,business,0
28,male,2,own,rich,little,4293,64,furniture,1
23,female,3,rent,moderate,moderate,2159,8,education,0
35,male,1,own,moderate,moderate,16540,34,furniture,0
38,male,3,free,rich,little,4770,27,furniture,1
59,male,1,rent,moderate,rich,13786,43,business,0
53,male,0,own,moderate,rich,4103,59,furniture,0
58,female,3,rent,moderate,little,18100,55,car,0
55,female,1,rent,moderate,moderate,2791,35,radio/TV,1
51,female,1,rent,rich,little,13623,28,radio/TV,1
34,male,3,own,little,little,4311,52,business,0
54,female,3,free,little,moderate,13847,26,radio/TV,1
42,female,1,free,moderate,rich,31776,25,car,0
55,male,3,free,moderate,little,16013,28,business,0
29,male,2,own,moderate,rich,5642,26,education,1
40,female,3,free,little,rich,23746,26,radio/TV,0
59,male,3,own,moderate,moderate,26007,6,furniture,0
39,male,3,rent,rich,little,27214,20,car,1
38,male,1,rent,rich,little,12694,22,car,1
44,male,2,free,rich,rich,8026,56,radio/TV,1
48,female,0,own,little,rich,19862,68,education,0
23,male,0,rent,moderate,moderate,5095,19,furniture,0
44,male,2,own,moderate,rich,30894,64,education,0
57,male,2,own,moderate,moderate,15902,55,education,0
51,male,2,rent,little,little,27640,39,radio/TV,0
29,male,1,own,little,moderate,23095,11,furniture,0
62,male,0,rent,little,rich,25411,54,radio/TV,0
24,male,2,rent,little,little,26252,11,radio/TV,0
27,male,1,rent,rich,moderate,19905,12,car,1
62,female,0,own,little,little,24720,56,radio/TV,0
34,male,3,rent,little,moderate,34453,6,business,0
43,female,1,own,little,rich,3947,18,furniture,1
38,male,0,rent,moderate,rich,11162,48,car,0
45,male,1,rent,moderate,little,5399,32,furniture,1
63,male,0,free,moderate,little,29082,8,car,0
19,male,0,free,rich,little,2435,63,business,0
60,female,3,free,rich,moderate,10835,22,radio/TV,1
18,male,1,own,little,rich,18169,50,car,0
68,male,2,own,moderate,little,9045,63,car,0
53,female,3,rent,rich,little,18769,61,car,0
68,female,3,rent,moderate,little,7566,59,business,0
43,male,0,rent,rich,moderate,11212,34,furniture,1
46,female,2,rent,rich,little,16491,59,business,0
38,female,1,own,little,little,22149,32,car,0
28,female,2,rent,little,moderate,34815,50,car,0
57,male,2,rent,rich,moderate,31306,36,radio/TV,0
28,male,2,free,little,little,12710,41,business,0
53,male,2,rent,rich,little,34636,66,business,0
66,female,2,rent,rich,moderate,16445,42,education,0
56,male,0,rent,moderate,rich,30165,41,furniture,0
57,female,0,own,little,moderate,14144,10,education,1
52,male,3,free,little,rich,5417,51,education,0
51,male,0,rent,little,little,20368,57,furniture,0
64,female,3,rent,moderate,little,12377,54,radio/TV,0
41,male,3,free,moderate,rich,13724,11,radio/TV,1
39,female,1,rent,moderate,moderate,3552,15,furniture,1
22,female,2,own,little,little,27772,28,furniture,0
50,male,0,rent,little,rich,31168,22,business,0
53,female,1,own,little,moderate,17816,49,business,0
64,male,0,own,moderate,rich,7740,46,business,0
37,male,3,rent,moderate,moderate,32059,20,business,0
36,female,0,free,rich,moderate,3738,49,car,1
52,male,2,own,moderate,moderate,1065,63,car,0
69,female,3,free,rich,moderate,22262,55,radio/TV,0
60,male,3,rent,little,rich,6058,57,car,0
34,male,1,own,moderate,rich,16875,68,car,0
62,male,2,rent,little,rich,26210,63,business,0
60,male,3,free,little,rich,11603,28,business,1
51,male,2,rent,little,rich,15674,49,furniture,0
26,female,0,rent,little,moderate,22293,49,business,0
43,female,2,own,moderate,little,28097,57,furniture,0
19,female,3,rent,little,little,9253,33,furniture,0
26,female,1,rent,rich,rich,6818,23,car,1
26,female,3,rent,moderate,rich,33569,32,business,0
57,female,2,own,little,little,20651,56,car,0
34,male,2,free,moderate,moderate,9201,65,business,0
18,male,3,free,rich,rich,7462,54,car,0
42,female,2,rent,little,moderate,30541,20,car,0
60,female,0,own,rich,little,7748,20,car,1
57,male,3,rent,little,little,20329,56,radio/TV,0
59,male,1,free,rich,rich,2703,53,car,1
42,male,3,own,little,moderate,25870,6,education,0
56,female,0,free,moderate,rich,10886,12,education,1
52,female,0,free,little,little,934,58,education,0
20,female,0,own,moderate,moderate,34974,36,furniture,0
67,male,0,own,little,rich,25144,23,car,0
54,male,0,rent,little,rich,18788,17,education,0
61,female,1,rent,rich,rich,4459,53,furniture,1
61,female,2,free,rich,little,11643,35,education,1
68,male,0,own,rich,rich,23040,12,business,1
47,male,0,own,little,moderate,30469,8,radio/TV,0
55,male,3,rent,little,rich,12061,68,car,0
51,male,1,free,little,little,23078,11,radio/TV,0
29,female,1,free,moderate,rich,13287,20,radio/TV,1
36,male,2,rent,moderate,little,7012,48,business,0
54,male,1,own,little,little,11096,23,business,1
61,male,3,rent,rich,moderate,32246,27,business,1
66,female,3,rent,rich,moderate,20430,66,furniture,0
34,female,2,rent,rich,rich,30701,66,education,0
27,male,3,rent,little,little,19187,58,car,0
66,male,0,own,rich,little,30683,31,business,1
64,male,0,rent,little,moderate,21258,45,car,0
29,female,3,own,moderate,moderate,1582,13,car,1
33,female,2,rent,rich,rich,31332,26,car,1
41,female,1,free,moderate,little,18476,48,business,0
36,male,2,own,rich,moderate,6026,26,business,1
25,female,1,free,little,rich,31586,8,education,0
48,male,3,rent,little,little,22063,36,business,0
38,male,3,rent,little,little,6972,32,business,1
34,male,0,rent,little,moderate,3275,32,car,1
40,female,1,own,rich,rich,16328,62,education,0
54,male,2,free,moderate,moderate,18474,38,radio/TV,0
33,female,3,own,little,rich,22888,49,business,0
23,female,2,own,rich,little,15555,48,business,0
25,male,0,rent,moderate,rich,19115,36,radio/TV,0
42,male,1,free,little,rich,23338,70,car,0
35,female,1,rent,moderate,rich,12964,22,education,1
42,male,3,own,little,rich,7740,20,car,1
29,female,1,rent,moderate,rich,5442,39,furniture,0
32,male,3,free,moderate,moderate,20122,9,business,0
43,female,0,rent,little,rich,14036,33,furniture,1
58,female,1,free,rich,rich,2100,7,business,1
62,female,3,free,moderate,little,6200,22,furniture,1
43,female,2,rent,little,rich,10748,63,radio/TV,0
64,male,3,own,moderate,little,17593,14,business,0
49,male,1,rent,moderate,moderate,19855,36,business,0
27,female,0,own,rich,moderate,17677,71,furniture,0
33,female,1,own,moderate,rich,19983,67,education,0
24,male,1,rent,moderate,moderate,526,24,furniture,0
34,male,3,own,little,rich,22206,60,business,0
40,male,2,own,little,moderate,25160,33,business,0
43,male,1,rent,rich,rich,16758,55,education,0
38,male,2,rent,moderate,rich,33279,70,car,0
39,male,3,rent,moderate,little,24654,8,education,0
24,female,2,own,moderate,little,30184,57,car,0
31,male,3,free,rich,little,15889,15,business,1
32,male,0,own,moderate,little,26824,26,radio/TV,0
24,female,2,free,little,rich,28185,42,radio/TV,0
26,male,2,rent,rich,moderate,27695,20,furniture,1
68,male,0,free,little,rich,22297,14,education,0
65,male,2,rent,little,little,6274,49,education,0
25,male,0,rent,rich,little,32133,44,radio/TV,0
67,male,1,free,little,moderate,1296,10,car,1
40,female,3,rent,moderate,little,28889,30,education,0
46,male,0,free,rich,rich,7688,61,car,1
35,female,2,rent,little,rich,24196,69,car,0
48,female,0,own,moderate,rich,2524,57,car,0
47,male,2,own,moderate,rich,8166,14,car,1
69,female,1,rent,little,rich,7084,15,furniture,1
56,male,0,rent,moderate,moderate,25962,15,furniture,0
52,female,1,free,rich,rich,27544,67,radio/TV,0
35,female,3,own,little,little,5785,65,furniture,0
59,male,2,free,moderate,little,7870,24,education,1
56,male,2,rent,moderate,little,18403,43,furniture,0
34,male,1,rent,little,little,32999,11,education,0
31,male,3,free,little,moderate,32868,20,education,0
48,male,0,rent,little,little,23495,52,car,0
41,female,0,own,little,moderate,23341,50,radio/TV,0
52,female,2,free,rich,little,5366,10,car,1
61,female,1,own,little,moderate,14066,58,car,0
62,female,1,own,rich,moderate,29052,71,furniture,0
51,female,0,own,rich,moderate,25414,67,furniture,0
20,female,3,free,little,little,22833,28,education,0
54,female,3,rent,rich,moderate,16458,49,furniture,0
60,male,0,own,little,rich,21454,57,furniture,0
57,male,0,own,little,rich,10138,51,business,0
43,female,1,own,moderate,little,34647,24,education,0
40,female,3,rent,little,rich,10175,52,education,0
61,male,0,rent,moderate,rich,24554,57,business,0
56,male,0,free,rich,rich,32161,29,education,1
32,male,2,rent,moderate,little,17684,22,radio/TV,0
66,male,0,free,rich,little,26322,51,radio/TV,0
21,female,0,free,little,rich,11429,69,business,0
46,male,3,free,rich,little,5767,33,furniture,1
39,female,1,free,rich,moderate,12569,55,radio/TV,1
42,female,3,free,little,rich,1481,69,business,0
30,female,1,own,rich,little,18972,33,radio/TV,1
35,male,2,rent,little,little,19836,61,car,0
50,male,0,own,moderate,rich,26087,64,business,0
33,female,2,free,little,little,12156,10,education,1
62,female,1,rent,little,rich,27826,59,radio/TV,0
59,female,3,own,rich,little,19010,49,education,0
61,male,3,own,moderate,moderate,19475,47,business,0
19,female,2,free,little,rich,10165,62,radio/TV,0
52,male,1,own,moderate,moderate,27597,52,education,0
59,female,2,own,moderate,rich,26241,30,furniture,0
51,female,2,own,rich,little,6937,49,furniture,1
47,female,0,own,little,moderate,25685,20,car,0
30,male,2,own,rich,little,10875,56,business,1
30,male,0,free,little,rich,27607,58,education,0
35,female,0,free,moderate,rich,30984,39,car,0
49,male,3,own,little,rich,26335,13,business,0
49,female,0,free,little,rich,30243,26,furniture,0
52,male,0,free,moderate,rich,31417,12,education,0
56,male,3,rent,moderate,moderate,11924,61,radio/TV,0
63,male,2,own,little,rich,10143,54,furniture,0
69,female,1,free,rich,little,10810,47,radio/TV,1
46,male,1,free,little,moderate,19451,28,radio/TV,0
66,male,1,own,moderate,little,27068,57,education,0
46,female,2,rent,rich,rich,15733,58,education,0
61,female,0,own,moderate,little,13700,21,radio/TV,1
33,female,1,rent,moderate,moderate,22048,42,car,0
61,female,2,own,rich,moderate,11032,23,radio/TV,1
64,male,0,own,moderate,moderate,23965,25,radio/TV,0
27,male,3,own,moderate,little,21791,51,education,0
47,male,1,own,moderate,moderate,31080,7,business,0
42,male,0,rent,moderate,little,26649,68,furniture,0
56,male,1,rent,moderate,rich,21846,8,education,0
37,female,1,free,moderate,rich,11119,51,car,0
22,male,1,own,moderate,little,2266,54,furniture,0
